neotoma_names,taxon_name
mimosoid clade (8-porate),mimosoid_clade_8_minus_porate
mimosoid clade (indeterminable),mimosoid_clade_indeterminable
mimosoid clade (polyad),mimosoid_clade_polyad
"mimosoid clade (polyad, type 16)",mimosoid_clade_polyad_type_16
"mimosoid clade (polyad, type 8)",mimosoid_clade_polyad_type_8
mimosoid clade (scabrate),mimosoid_clade_scabrate
mimosoid clade (tetrad),mimosoid_clade_tetrad
"mimosoid clade (tetraporate, psilate, small)",mimosoid_clade_tetraporate_psilate_small
mimosoid clade (type I),mimosoid_clade_type_i
"mimosoid clade (type I, small)",mimosoid_clade_type_i_small
mimosoid clade (type II),mimosoid_clade_type_ii
"mimosoid clade (type II, cf. Acacia)",mimosoid_clade_type_ii_cf_acacia
"mimosoid clade (type II, large)",mimosoid_clade_type_ii_large
mimosoid clade undiff.,mimosoid_clade_undiff
Mimusops,mimusops
Mimusops-type,mimusops_type
Mimusops kummel,mimusops_kummel
Minquartia,minquartia
Misodendrum,misodendrum
Mitragyna,mitragyna
Mitragyna-type,mitragyna_type
Mitragyna-type (M. inermis),mitragyna_type_m_inermis
Mitragyna-type (M. rubrostipulata),mitragyna_type_m_rubrostipulata
Mitragyna-type rubrostipulata,mitragyna_type_rubrostipulata
Mitragyna-type stipulosa,mitragyna_type_stipulosa
Mitragyna inermis,mitragyna_inermis
Mitragyna inermis-type,mitragyna_inermis_type
Molinaea,molinaea
Molongum,molongum
Molongum (type 1),molongum_type_1
Momipites,momipites
Monimia-type,monimia_type
Monimiaceae,monimiaceae
Monotes lutambensis,monotes_lutambensis
Monotoca,monotoca
Moraceae,moraceae
Moraceae-type,moraceae_type
Moraceae (diporate),moraceae_diporate
Moraceae (stephanoporate),moraceae_stephanoporate
Moraceae (triporate),moraceae_triporate
Moraceae cf. Brosimum,moraceae_cf_brosimum
Moraceae undiff.,moraceae_undiff
Morelia senegalensis,morelia_senegalensis
Morella,morella
Morella cerifera,morella_cerifera
Morella faya,morella_faya
Morella salicifolia,morella_salicifolia
Morella/Myrica,morella_myrica
Morinda,morinda
Morinda-type,morinda_type
Mortoniodendron,mortoniodendron
Morus,morus
Morus-type,morus_type
Morus alba,morus_alba
Morus alba-type,morus_alba_type
Morus nigra,morus_nigra
Morus rubra,morus_rubra
Morus rubra-type,morus_rubra_type
Muehlenbeckia,muehlenbeckia
Muehlenbeckia-type,muehlenbeckia_type
Muntingia,muntingia
Musanga,musanga
Musanga-type,musanga_type
Musanga/Myrianthus,musanga_myrianthus
Mussaenda,mussaenda
Mutisia,mutisia
Mutisia-type,mutisia_type
Myoporaceae sensu stricto,myoporaceae_sensu_stricto
Myoporum,myoporum
Myoporum rapense,myoporum_rapense
Myracrodruon urundeuva,myracrodruon_urundeuva
Myracrodruon urundeuva (type 2),myracrodruon_urundeuva_type_2
Myrceugenia,myrceugenia
Myrcia-type,myrcia_type
Myrcia sp.,myrcia_sp
Myrianthus,myrianthus
Myrianthus-type,myrianthus_type
Myrianthus-type (M. arboreus),myrianthus_type_m_arboreus
Myrianthus-type (M. holstii),myrianthus_type_m_holstii
Myrianthus-type arboreus,myrianthus_type_arboreus
Myrianthus-type holstii,myrianthus_type_holstii
Myrianthus holstii-type,myrianthus_holstii_type
Myrianthus serratus,myrianthus_serratus
Myrica,myrica
Myrica-type,myrica_type
Myrica gale,myrica_gale
Myrica/Casuarina,myrica_casuarina
Myrica/Comptonia,myrica_comptonia
Myrica/Comptonia peregrina,myrica_comptonia_peregrina
Myricaceae,myricaceae
Myricaceae undiff.,myricaceae_undiff
Myricaria,myricaria
Myricaria-type,myricaria_type
Myricaria germanica,myricaria_germanica
Myricaria germanica-type,myricaria_germanica_type
Myristica,myristica
Myristicaceae,myristicaceae
Myristicaceae undiff.,myristicaceae_undiff
Myrocarpus aff. M. frondosus,myrocarpus_aff_m_frondosus
Myrothamnus,myrothamnus
Myroxylon,myroxylon
Myroxylon-type,myroxylon_type
Myrsine,myrsine
Myrsine-type,myrsine_type
Myrsine (tetracolpate),myrsine_tetracolpate
Myrsine (tricolporate),myrsine_tricolporate
Myrsine africana,myrsine_africana
Myrsine cubana,myrsine_cubana
Myrsine sp.,myrsine_sp
Myrsinoideae undiff.,myrsinoideae_undiff
Myrtaceae,myrtaceae
Myrtaceae-type,myrtaceae_type
Myrtaceae (10-14 µm),myrtaceae_10_minus_14_mu_m
Myrtaceae (type 1),myrtaceae_type_1
Myrtaceae (type 12),myrtaceae_type_12
Myrtaceae (type 14),myrtaceae_type_14
Myrtaceae (type 17),myrtaceae_type_17
Myrtaceae (type 2),myrtaceae_type_2
Myrtaceae (type 3),myrtaceae_type_3
Myrtaceae (type 4),myrtaceae_type_4
Myrtaceae (type 40),myrtaceae_type_40
Myrtaceae (type 41),myrtaceae_type_41
Myrtaceae (type 54),myrtaceae_type_54
Myrtaceae (type 55),myrtaceae_type_55
Myrtaceae (type 56a),myrtaceae_type_56a
Myrtaceae (type A),myrtaceae_type_a
Myrtaceae (type B),myrtaceae_type_b
Myrtaceae (type C),myrtaceae_type_c
Myrtaceae (type D),myrtaceae_type_d
Myrtaceae cf. Baeckea,myrtaceae_cf_baeckea
Myrtaceae undiff.,myrtaceae_undiff
Myrteola,myrteola
Myrtus,myrtus
Myrtus-type,myrtus_type
Myrtus communis,myrtus_communis
Nauclea,nauclea
Nauclea-type,nauclea_type
Neea,neea
Nemopanthus,nemopanthus
Nemopanthus mucronatus,nemopanthus_mucronatus
Neoboutonia,neoboutonia
Neoboutonia-type,neoboutonia_type
Neoboutonia-type macrocalyx,neoboutonia_type_macrocalyx
Neoboutonia macrocalyx,neoboutonia_macrocalyx
Neomyrtus,neomyrtus
Neomyrtus-type,neomyrtus_type
Neonauclea,neonauclea
Neonauclea comp.,neonauclea_comp
Nerium,nerium
Nerium oleander,nerium_oleander
Nesogordonia,nesogordonia
Nestegis,nestegis
Neuburgia,neuburgia
Newtonia-type,newtonia_type
Nitraria,nitraria
Norantea,norantea
Normapolles,normapolles
Noronhia,noronhia
Nothofagus,nothofagus
Nothofagus × alpina-type,nothofagus_alpina_type
Nothofagus antarctica,nothofagus_antarctica
Nothofagus cf. N. dombeyi,nothofagus_cf_n_dombeyi
Nothofagus cunninghamii,nothofagus_cunninghamii
Nothofagus dombeyi,nothofagus_dombeyi
Nothofagus dombeyi-type,nothofagus_dombeyi_type
Nothofagus gunnii,nothofagus_gunnii
Nothofagus menziesii,nothofagus_menziesii
Nothofagus obliqua,nothofagus_obliqua
Nothofagus obliqua-type,nothofagus_obliqua_type
Nothofagus pumilio,nothofagus_pumilio
Nothofagus subgen. Brassospora,nothofagus_subgen_brassospora
Nothofagus subgen. Lophozonia,nothofagus_subgen_lophozonia
Nothofagus undiff.,nothofagus_undiff
Nucularia,nucularia
Nuxia,nuxia
Nuxia-type,nuxia_type
Nuxia-type (N. congesta),nuxia_type_n_congesta
Nuxia congesta,nuxia_congesta
Nuxia floribunda,nuxia_floribunda
Nuxia verticillata,nuxia_verticillata
Nuxia/Dobera,nuxia_dobera
Nuxia/Ficalhoa,nuxia_ficalhoa
Nyssa,nyssa
Ochnaceae,ochnaceae
Ochnaceae cf. Cespedesia,ochnaceae_cf_cespedesia
Ochnaceae cf. Ouratea,ochnaceae_cf_ouratea
Ochnaceae undiff.,ochnaceae_undiff
Ochroma,ochroma
Ochroma-type,ochroma_type
Ochthocosmus,ochthocosmus
Ocotea,ocotea
Ocotea-type,ocotea_type
Octomeles sumatrana,octomeles_sumatrana
Oenocarpus,oenocarpus
Olacaceae,olacaceae
Olacaceae undiff.,olacaceae_undiff
Olax,olax
Oldfieldia-type,oldfieldia_type
Olea,olea
Olea-type,olea_type
Olea capensis,olea_capensis
Olea capensis-type,olea_capensis_type
Olea capensis subsp. hochstetteri,olea_capensis_subsp_hochstetteri
Olea europaea,olea_europaea
Olea europaea-type,olea_europaea_type
Olea europaea subsp. cuspidata,olea_europaea_subsp_cuspidata
Olea europaea subsp. laperrinei,olea_europaea_subsp_laperrinei
Olea hochstetteri-type,olea_hochstetteri_type
Olea paniculata,olea_paniculata
Olea welwitschii,olea_welwitschii
Olea/Phillyrea,olea_phillyrea
Oleaceae,oleaceae
Oleaceae (broken),oleaceae_broken
Oleaceae (crumpled),oleaceae_crumpled
Oleaceae (obscured),oleaceae_obscured
Oleaceae undiff.,oleaceae_undiff
Oleaceae/Brassicaceae,oleaceae_brassicaceae
Olearia,olearia
Olearia-type,olearia_type
Olearia colensoi,olearia_colensoi
Oligocodon-type cunliffeae,oligocodon_type_cunliffeae
Olinia,olinia
Oncoba-type,oncoba_type
Operculicarya,operculicarya
Ophiorrhiza,ophiorrhiza
Opilia,opilia
Oplopanax,oplopanax
Opuntia,opuntia
Opuntia-type,opuntia_type
Orchidaceae (tetrad),orchidaceae_tetrad
Oreopanax,oreopanax
Oreopanax-type,oreopanax_type
Oreopanax cf. O. fulvum,oreopanax_cf_o_fulvum
Oreopolus,oreopolus
Orites,orites
Ormocarpum,ormocarpum
Ormocarpum-type,ormocarpum_type
Ormocarpum-type (O. trichocarpum),ormocarpum_type_o_trichocarpum
Ormosia,ormosia
Orthion,orthion
Oryctanthus,oryctanthus
Oryctanthus-type,oryctanthus_type
Osmanthus,osmanthus
Ostrya,ostrya
Ostrya-type,ostrya_type
Ostrya carpinifolia,ostrya_carpinifolia
Ostrya carpinifolia/Carpinus orientalis,ostrya_carpinifolia_carpinus_orientalis
Ostrya/Carpinus,ostrya_carpinus
Ostrya/Carpinus-type,ostrya_carpinus_type
Ostrya/Carpinus betulus-type,ostrya_carpinus_betulus_type
Ostrya/Carpinus orientalis,ostrya_carpinus_orientalis
Ostrya/Corylus-type,ostrya_corylus_type
Osyris,osyris
Ouratea,ouratea
Ouratea-type,ouratea_type
Oxylobium,oxylobium
Ozoroa-type,ozoroa_type
Pachira,pachira
Pachira-type,pachira_type
Pachira aquatica,pachira_aquatica
Pachypodium,pachypodium
Pachypodium-type,pachypodium_type
Pagamea,pagamea
Palaquium,palaquium
Palicourea,palicourea
Paliurus,paliurus
Paliurus spina-christi,paliurus_spina_minus_christi
Pancovia,pancovia
Pancovia-type (P. bijuga),pancovia_type_p_bijuga
Pancovia-type bijuga,pancovia_type_bijuga
Pandanus,pandanus
Pandanus-type,pandanus_type
"Pandanus (Mauritius type 131, de Boer)",pandanus_mauritius_type_131_de_boer
Pandanus (type A),pandanus_type_a
Pandanus (type C),pandanus_type_c
Pandanus tectorius,pandanus_tectorius
Panopsis,panopsis
Pappea-type capensis,pappea_type_capensis
Pappea capensis,pappea_capensis
Papuacedrus,papuacedrus
Parahancornia,parahancornia
Parahancornia sp.,parahancornia_sp
Parahebe,parahebe
Parasponia,parasponia
Parinari,parinari
Parinari-type,parinari_type
Parinari comp.,parinari_comp
Parkia,parkia
Parkia-type,parkia_type
Parkinsonia,parkinsonia
Parrotia,parrotia
Parrotia persica,parrotia_persica
Parthenocissus,parthenocissus
Parthenocissus-type,parthenocissus_type
Parthenocissus vitacea,parthenocissus_vitacea
Passerina,passerina
Passiflora,passiflora
Passifloraceae,passifloraceae
Paullinia,paullinia
Paullinia (25 µm),paullinia_25_mu_m
"Paullinia (psilate, small)",paullinia_psilate_small
Paullinia (reticulate),paullinia_reticulate
Paullinia (tetraporate),paullinia_tetraporate
Paullinia (type II),paullinia_type_ii
Paullinia pinnata,paullinia_pinnata
Paullinia/Roupala,paullinia_roupala
Pausinystalia,pausinystalia
Pausinystalia-type,pausinystalia_type
Pausinystalia-type (P. macroceras),pausinystalia_type_p_macroceras
Pausinystalia-type macroceras,pausinystalia_type_macroceras
Pavetta,pavetta
Pavetta-type elliottii,pavetta_type_elliottii
Pavetta elliotti-type,pavetta_elliotti_type
Pavetta gardeniifolia-type,pavetta_gardeniifolia_type
Peixotoa-type,peixotoa_type
Peltogyne,peltogyne
Peltophorum,peltophorum
Pemphis,pemphis
Pemphis comp.,pemphis_comp
Penaeaceae,penaeaceae
Pentaclethra,pentaclethra
Pentaclethra eetveldeana,pentaclethra_eetveldeana
Pentaclethra macrophylla,pentaclethra_macrophylla
Pentadesma,pentadesma
Pentas,pentas
Pentas-type,pentas_type
Pentodon pentandrus,pentodon_pentandrus
Pentzia-type,pentzia_type
Pentzia monodiana,pentzia_monodiana
Pera,pera
Pera-type,pera_type
Peraxilla,peraxilla
Periploca,periploca
Periplocoideae,periplocoideae
Peritassa,peritassa
Persoonia,persoonia
Phaleria,phaleria
Phaulopsis,phaulopsis
Phaulopsis-type,phaulopsis_type
Phebalium,phebalium
Phebalium squameum,phebalium_squameum
Phellodendron,phellodendron
Pherosphaera hookeriana,pherosphaera_hookeriana
Phillyrea,phillyrea
Phillyrea-type,phillyrea_type
Phillyrea angustifolia,phillyrea_angustifolia
Phillyrea angustifolia-type,phillyrea_angustifolia_type
Phillyrea latifolia,phillyrea_latifolia
Phoenix,phoenix
Phoenix-type,phoenix_type
Phoenix cf. P. reclinata,phoenix_cf_p_reclinata
Phoenix reclinata,phoenix_reclinata
Phoenix reclinata-type,phoenix_reclinata_type
Phoradendron,phoradendron
Phylica,phylica
Phyllanthaceae,phyllanthaceae
Phyllanthus-type (P. muellerianus),phyllanthus_type_p_muellerianus
Phyllanthus-type (P. nummulariifolius),phyllanthus_type_p_nummulariifolius
Phyllanthus-type (P. reticularus),phyllanthus_type_p_reticularus
Phyllanthus-type maderaspatensis,phyllanthus_type_maderaspatensis
Phyllanthus-type muellerianus,phyllanthus_type_muellerianus
Phyllanthus-type reticulatus,phyllanthus_type_reticulatus
Phyllanthus muellerianus-type,phyllanthus_muellerianus_type
Phyllanthus reticulatus,phyllanthus_reticulatus
Phyllanthus reticulatus-type,phyllanthus_reticulatus_type
Phyllocladus,phyllocladus
Phyllocladus aspleniifolius,phyllocladus_aspleniifolius
Phyllostylon,phyllostylon
Physocarpus,physocarpus
Phytelephas-type,phytelephas_type
Picea,picea
Picea (degraded),picea_degraded
Picea abies,picea_abies
Picea abies-type,picea_abies_type
Picea cf. P. glauca,picea_cf_p_glauca
Picea cf. P. mariana,picea_cf_p_mariana
Picea det. P. glauca,picea_det_p_glauca
Picea det. P. mariana,picea_det_p_mariana
Picea glauca,picea_glauca
Picea glauca-type,picea_glauca_type
Picea indet.,picea_indet
Picea mariana,picea_mariana
Picea mariana-type,picea_mariana_type
Picea obovata,picea_obovata
Picea omorika-type,picea_omorika_type
Picea rubens-type,picea_rubens_type
Picea sect. Eupicea,picea_sect_eupicea
Picea sect. Omorika,picea_sect_omorika
Picea sitchensis,picea_sitchensis
Picea undiff.,picea_undiff
Picea/Abies,picea_abies_2
Picea/Pinus undiff.,picea_pinus_undiff
Pilgerodendron,pilgerodendron
Pilgerodendron-type,pilgerodendron_type
Piliostigma,piliostigma
Piliostigma reticulatum,piliostigma_reticulatum
Piliostigma thonningii,piliostigma_thonningii
Piliostigma thonningii-type,piliostigma_thonningii_type
Pimelea,pimelea
Pinaceae,pinaceae
Pinaceae (broken),pinaceae_broken
Pinaceae (corroded),pinaceae_corroded
Pinaceae (crumpled),pinaceae_crumpled
Pinaceae (degraded),pinaceae_degraded
Pinaceae (obscured),pinaceae_obscured
Pinaceae (vesiculate),pinaceae_vesiculate
Pinaceae (vesiculate) undiff.,pinaceae_vesiculate_undiff
Pinaceae undiff.,pinaceae_undiff
Pinus,pinus
Pinus-type,pinus_type
Pinus (<70 μm),pinus_smaller_than_70_mm
Pinus (>70 μm),pinus_bigger_than_70_mm
Pinus (broken),pinus_broken
Pinus (corroded),pinus_corroded
Pinus (crumpled),pinus_crumpled
Pinus (degraded),pinus_degraded
Pinus (fragmented),pinus_fragmented
Pinus (large),pinus_large
Pinus (small),pinus_small
Pinus albicaulis-type,pinus_albicaulis_type
Pinus aristata,pinus_aristata
Pinus aristata-type,pinus_aristata_type
Pinus banksiana,pinus_banksiana
Pinus banksiana-type,pinus_banksiana_type
Pinus banksiana/P. resinosa,pinus_banksiana_p_resinosa
Pinus canariensis,pinus_canariensis
Pinus cembra,pinus_cembra
Pinus cembra-type,pinus_cembra_type
Pinus cf. P. pinaster,pinus_cf_p_pinaster
Pinus clausa-type,pinus_clausa_type
Pinus contorta,pinus_contorta
Pinus contorta-type,pinus_contorta_type
Pinus contorta/P. ponderosa,pinus_contorta_p_ponderosa
Pinus det. P. banksiana/P. resinosa,pinus_det_p_banksiana_p_resinosa
Pinus det. P. strobus,pinus_det_p_strobus
Pinus edulis,pinus_edulis
Pinus edulis-type,pinus_edulis_type
Pinus elliottii,pinus_elliottii
Pinus flexilis,pinus_flexilis
Pinus flexilis-type,pinus_flexilis_type
Pinus halepensis,pinus_halepensis
Pinus halepensis-type,pinus_halepensis_type
Pinus halepensis/P. pinea,pinus_halepensis_p_pinea
Pinus halepensis/P. pinea-type,pinus_halepensis_p_pinea_type
Pinus haploxylon,pinus_haploxylon
Pinus indet.,pinus_indet
Pinus jeffreyi-type,pinus_jeffreyi_type
Pinus koraiensis,pinus_koraiensis
Pinus monticola,pinus_monticola
Pinus monticola-type,pinus_monticola_type
Pinus monticola/P. albicaulis,pinus_monticola_p_albicaulis
Pinus mugo,pinus_mugo
Pinus nigra-type,pinus_nigra_type
Pinus peuce,pinus_peuce
Pinus pinaster,pinus_pinaster
Pinus pinaster-type,pinus_pinaster_type
Pinus pinea,pinus_pinea
Pinus pinea-type,pinus_pinea_type
Pinus ponderosa,pinus_ponderosa
Pinus ponderosa-type,pinus_ponderosa_type
Pinus pumila,pinus_pumila
Pinus radiata,pinus_radiata
Pinus resinosa,pinus_resinosa
Pinus resinosa-type,pinus_resinosa_type
Pinus rigida,pinus_rigida
Pinus sibirica,pinus_sibirica
Pinus sp.,pinus_sp
Pinus strobus,pinus_strobus
Pinus strobus-type,pinus_strobus_type
Pinus subg. Pinus,pinus_subg_pinus
Pinus subg. Pinus-type,pinus_subg_pinus_type
Pinus subg. Pinus (large),pinus_subg_pinus_large
Pinus subg. Pinus (small),pinus_subg_pinus_small
Pinus subg. Pinus undiff.,pinus_subg_pinus_undiff
Pinus subg. Strobus,pinus_subg_strobus
Pinus subg. Strobus-type,pinus_subg_strobus_type
Pinus subg. Strobus (large),pinus_subg_strobus_large
Pinus subg. Strobus (small),pinus_subg_strobus_small
Pinus subg. Strobus undiff.,pinus_subg_strobus_undiff
Pinus subsect. Cembroides,pinus_subsect_cembroides
Pinus sylvestris,pinus_sylvestris
Pinus sylvestris-type,pinus_sylvestris_type
Pinus sylvestris/P. mugo,pinus_sylvestris_p_mugo
Pinus sylvestris/P. nigra-type,pinus_sylvestris_p_nigra_type
Pinus undiff.,pinus_undiff
Pinus/Picea,pinus_picea
Pinus/Podocarpus,pinus_podocarpus
Piper,piper
Piperaceae,piperaceae
Piptadenia,piptadenia
Piptadenia-type,piptadenia_type
Piptadeniastrum-type (P. africanum),piptadeniastrum_type_p_africanum
Piptadeniastrum africanum,piptadeniastrum_africanum
Pipturus,pipturus
Piscidia,piscidia
Pisonia,pisonia
Pisonia comp.,pisonia_comp
Pistacia,pistacia
Pistacia atlantica,pistacia_atlantica
Pistacia lentiscus,pistacia_lentiscus
Pistacia palaestina,pistacia_palaestina
Pistacia terebinthus,pistacia_terebinthus
Pithecellobium,pithecellobium
Pittosporum,pittosporum
Plagiostyles africana,plagiostyles_africana
Planchonella,planchonella
Planchonia,planchonia
Planera,planera
Planera aquatica,planera_aquatica
Platanaceae,platanaceae
Platanus,platanus
Platanus occidentalis,platanus_occidentalis
Platanus orientalis,platanus_orientalis
Platycarya,platycarya
Platymiscium,platymiscium
Plenckia,plenckia
Plenckia populnea,plenckia_populnea
Pleonotoma,pleonotoma
Plerandra,plerandra
Plicosepalus,plicosepalus
Plicosephalus-type,plicosephalus_type
Podocalyx,podocalyx
Podocarpaceae,podocarpaceae
Podocarpaceae undiff.,podocarpaceae_undiff
Podocarpus,podocarpus
Podocarpus-type,podocarpus_type
Podocarpus (thin),podocarpus_thin
Podocarpus (type 1),podocarpus_type_1
Podocarpus (type 2),podocarpus_type_2
Podocarpus latifolius,podocarpus_latifolius
Podocarpus lawrencei,podocarpus_lawrencei
Podocarpus nubigenus,podocarpus_nubigenus
Podocarpus salignus,podocarpus_salignus
Podocarpus totara,podocarpus_totara
Polylepis,polylepis
Polylepis/Acaena,polylepis_acaena
Polyscias,polyscias
Polyscias-type,polyscias_type
Polyscias fulva,polyscias_fulva
Polyscias fulva-type,polyscias_fulva_type
Pomaderris,pomaderris
Pomaderris apetala,pomaderris_apetala
Pomaderris apetala-type,pomaderris_apetala_type
Pomaderris elliptica,pomaderris_elliptica
Pomaderris elliptica-type,pomaderris_elliptica_type
Populus,populus
Populus balsamifera,populus_balsamifera
Populus balsamifera-type,populus_balsamifera_type
Populus cf. P. tremuloides,populus_cf_p_tremuloides
Populus deltoides-type,populus_deltoides_type
Populus grandidentata-type,populus_grandidentata_type
Populus nigra,populus_nigra
Populus tremula,populus_tremula
Populus tremula-type,populus_tremula_type
Populus tremuloides,populus_tremuloides
Populus tremuloides-type,populus_tremuloides_type
Populus trichocarpa,populus_trichocarpa
Populus trichocarpa-type,populus_trichocarpa_type
Populus undiff.,populus_undiff
Poranthera,poranthera
Poraqueiba,poraqueiba
Posoqueria,posoqueria
Posoqueria latifolia,posoqueria_latifolia
Pourouma,pourouma
Pourouma/Sorocea/Maclura,pourouma_sorocea_maclura
Pouteria,pouteria
Pouteria-type,pouteria_type
Pouteria aff. P. elegans,pouteria_aff_p_elegans
Pouteria guianensis,pouteria_guianensis
Pouteria sp.,pouteria_sp
Pouzolzia-type,pouzolzia_type
Prestonia,prestonia
Prestonia-type,prestonia_type
Pritchardia,pritchardia
Prosopis,prosopis
Prosopis-type africana,prosopis_type_africana
Prosopis africana,prosopis_africana
Prosopis/Entada,prosopis_entada
Prostanthera,prostanthera
Protea,protea
Protea-type,protea_type
Proteaceae,proteaceae
Proteaceae (reticulate),proteaceae_reticulate
Proteaceae (type 1),proteaceae_type_1
Proteaceae (type II),proteaceae_type_ii
Proteaceae (type IV),proteaceae_type_iv
Proteaceae cf. Hakea,proteaceae_cf_hakea
Proteaceae cf. Orites,proteaceae_cf_orites
Proteaceae cf. Panopsis,proteaceae_cf_panopsis
Proteaceae undiff.,proteaceae_undiff
Protium,protium
Protium-type,protium_type
Protium (type A),protium_type_a
Protium (type B),protium_type_b
Protium (type I),protium_type_i
Protium (type II),protium_type_ii
Protium (type III),protium_type_iii
Protium obtusifolium,protium_obtusifolium
Protium undiff.,protium_undiff
Prumnopitys andina,prumnopitys_andina
Prumnopitys ferruginea,prumnopitys_ferruginea
Prumnopitys taxifolia,prumnopitys_taxifolia
Prunus,prunus
Prunus-type,prunus_type
Prunus (type 2),prunus_type_2
Prunus africana,prunus_africana
Prunus africana-type,prunus_africana_type
Prunus americana,prunus_americana
Prunus americana-type,prunus_americana_type
Prunus avium-type,prunus_avium_type
Prunus avium/P. spinosa,prunus_avium_p_spinosa
Prunus cf. P. padus,prunus_cf_p_padus
Prunus padus,prunus_padus
Prunus pensylvanica,prunus_pensylvanica
Prunus serotina,prunus_serotina
Prunus sp.,prunus_sp
Prunus spinosa,prunus_spinosa
Prunus spinosa-type,prunus_spinosa_type
Prunus undiff.,prunus_undiff
Prunus virginiana,prunus_virginiana
Prunus virginiana-type,prunus_virginiana_type
Prunus/Amelanchier,prunus_amelanchier
Prunus/Pyrus,prunus_pyrus
Prunus/Sorbus,prunus_sorbus
Pseudanthus,pseudanthus
Pseudobombax,pseudobombax
Pseudobombax-type,pseudobombax_type
Pseudocedrela kotschyi,pseudocedrela_kotschyi
Pseudolarix,pseudolarix
Pseudopanax,pseudopanax
Pseudopanax-type,pseudopanax_type
Pseudopanax anomalus-type,pseudopanax_anomalus_type
Pseudopanax arboreus,pseudopanax_arboreus
Pseudopanax colensoi-type,pseudopanax_colensoi_type
Pseudospondias,pseudospondias
Pseudospondias-type,pseudospondias_type
Pseudotsuga,pseudotsuga
Pseudotsuga-type,pseudotsuga_type
Pseudotsuga menziesii,pseudotsuga_menziesii
Pseudowintera,pseudowintera
Psidium,psidium
Psidium cattleianum,psidium_cattleianum
Psidium guajava,psidium_guajava
Psiloxylon mauritianum,psiloxylon_mauritianum
Psittacanthus,psittacanthus
Psorospermum,psorospermum
Psorospermum febrifugum-type,psorospermum_febrifugum_type
Psychotria,psychotria
Psychotria-type,psychotria_type
Psychotria-type amboniana,psychotria_type_amboniana
Psychotria (type I),psychotria_type_i
Psychotria (type II),psychotria_type_ii
Psychotria amboniana-type,psychotria_amboniana_type
Psychotria cf. P. carthagenensis,psychotria_cf_p_carthagenensis
Psychotria undiff.,psychotria_undiff
Psydrax-type (P. schimperiana),psydrax_type_p_schimperiana
Psydrax-type (P. subcordata),psydrax_type_p_subcordata
Psydrax-type schimperiana,psydrax_type_schimperiana
Psydrax-type subcordata ,psydrax_type_subcordata
Psydrax schimperiana-type,psydrax_schimperiana_type
Psydrax subcordata,psydrax_subcordata
Ptelea trifoliata,ptelea_trifoliata
Pterandra,pterandra
Pterocarpus,pterocarpus
Pterocarpus-type,pterocarpus_type
Pterocarpus-type angolensis,pterocarpus_type_angolensis
Pterocarpus-type lucens,pterocarpus_type_lucens
Pterocarya,pterocarya
Pterocarya fraxinifolia,pterocarya_fraxinifolia
Pterogyne,pterogyne
Pterolobium stellatum,pterolobium_stellatum
Pterygota,pterygota
Punica granatum,punica_granatum
Purshia,purshia
Purshia-type,purshia_type
Pycnanthus,pycnanthus
Pycnanthus angolensis-type,pycnanthus_angolensis_type
Pyrus-type,pyrus_type
Pyrus/Malus,pyrus_malus
Qualea,qualea
Quararibea,quararibea
Quercus,quercus
Quercus-type,quercus_type
Quercus (deciduous-type),quercus_deciduous_type
Quercus (deciduous),quercus_deciduous
Quercus (evergreen-type),quercus_evergreen_type
Quercus (evergreen),quercus_evergreen
Quercus (rough),quercus_rough
Quercus (smooth),quercus_smooth
Quercus canariensis,quercus_canariensis
Quercus canariensis/Q. pyrenaica,quercus_canariensis_q_pyrenaica
Quercus cerris,quercus_cerris
Quercus cerris-type,quercus_cerris_type
Quercus cerris/Q. suber,quercus_cerris_q_suber
Quercus cf. Q. canariensis,quercus_cf_q_canariensis
Quercus cf. Q. rotundifolia,quercus_cf_q_rotundifolia
Quercus cf. Q. suber,quercus_cf_q_suber
Quercus chrysolepis,quercus_chrysolepis
Quercus coccifera,quercus_coccifera
Quercus coccifera-type,quercus_coccifera_type
Quercus coccifera-type (broken),quercus_coccifera_type_broken
Quercus coccifera-type (crumpled),quercus_coccifera_type_crumpled
Quercus coccifera-type: corroded,quercus_coccifera_type_corroded
Quercus faginea,quercus_faginea
Quercus faginea-type,quercus_faginea_type
Quercus frainetto,quercus_frainetto
Quercus gambelii-type,quercus_gambelii_type
Quercus garryana,quercus_garryana
Quercus ilex,quercus_ilex
Quercus ilex-type,quercus_ilex_type
Quercus ilex/Q. coccifera,quercus_ilex_q_coccifera
Quercus ilex/Q. coccifera-type,quercus_ilex_q_coccifera_type
Quercus indet.,quercus_indet
Quercus infectoria subsp. veneris-type,quercus_infectoria_subsp_veneris_type
Quercus ithaburensis,quercus_ithaburensis
Quercus mongolica,quercus_mongolica
Quercus pubescens-type,quercus_pubescens_type
Quercus pubescens/Q. robur-type,quercus_pubescens_q_robur_type
Quercus pyrenaica-type,quercus_pyrenaica_type
Quercus robur,quercus_robur
Quercus robur-type,quercus_robur_type
Quercus robur group,quercus_robur_group
Quercus sect. Cyclobalanopsis,quercus_sect_cyclobalanopsis
Quercus sp.,quercus_sp
Quercus suber,quercus_suber
Quercus suber-type,quercus_suber_type
Quercus subg. Quercus,quercus_subg_quercus
Quercus undiff.,quercus_undiff
Quercus undiff. (broken),quercus_undiff_broken
Quercus undiff. (corroded),quercus_undiff_corroded
